Q8NF67	PF14915;
Q9BWV3	PF00383;
P12111	PF01391;PF00014;PF00092;
Q13286	PF02487;
Q96KA5	PF05602;
P51798	PF00571;PF00654;
O15551	PF00822;
P54107	PF00188;PF08562;
Q9UJ71	PF00059;
Q9H8E8	PF13673;
P32302	PF00001;
Q9HBI6	PF00067;
Q9NXE8	PF10197;PF12542;
Q9NTQ9	PF00029;
P35222	PF00514;
Q8WVB6	PF00004;
O43310	PF02854;
Q6ZUT9	PF03455;PF02141;PF01477;PF02759;PF03456;
Q9UJU6	PF00241;PF14604;
Q9BUQ8	PF00270;PF00271;
Q5J5C9	PF13841;
Q92904	PF00076;
Q6PJP8	PF07522;
Q9NX36	PF00226;PF09350;
Q14147	PF04408;PF00271;PF07717;
O43323	PF01085;PF01079;
Q86XP1	PF00130;PF00609;PF00781;PF00169;PF07647;
Q7L2E3	PF00270;PF04408;PF00271;PF07717;
P15924	PF00681;PF17902;PF18373;
O60610	PF06345;PF06346;PF06367;PF06371;PF02181;
Q01459	PF00704;
Q96F81	PF02460;
P26358	PF01426;PF06464;PF00145;PF12047;PF02008;
Q9UHL4	PF05577;
Q15125	PF05241;
Q9P2K8	PF12745;PF00069;PF05773;PF13393;
Q16690	PF00782;PF00581;
Q07864	PF00136;PF03104;PF08490;
Q9HDB8	PF13804;
Q15054	PF09507;
Q8TDF6	PF00130;PF00617;
Q9BQQ3	PF04495;
Q9NPR9	PF06814;
I6L899	PF15070;
Q5T848	PF00003;
Q6PRD1	PF00003;
O14775	PF00400;
Q5JWF2	PF00503;
P04908	PF00125;PF16211;
P13196	PF00155;PF09029;
Q9P2P5	PF00168;PF00632;PF18436;PF16562;PF00397;
Q16777	PF00125;PF16211;
Q96EW2	PF13621;
P10321	PF07654;PF00129;PF06623;
Q8WW32	PF00505;PF09011;
P82970	PF01101;
P38567	PF01630;
P37235	PF13499;
P0DP01	PF07686;
A0A0B4J1V0	PF07686;
Q8IVG9	PF15040;
P01780	PF07686;
Q99665	PF00041;PF06328;
O60921	PF04005;
Q6UWB1	PF00041;
O14979	PF00076;
Q8N6P7	PF01108;
P31271	PF00046;PF12284;
O60506	PF18360;PF00076;
Q5T953	PF05760;
P27930	PF00047;PF18452;
Q9HB29	PF13895;PF18452;PF01582;
P05112	PF00727;
Q9BXS1	PF00293;
Q8N5X7	PF01652;
P09914	PF13181;
P13164	PF04505;
Q92628	PF15376;
Q96N16	PF16034;
Q8NA54	PF00240;
P08727	PF00038;
O75578	PF01839;PF08441;PF00092;
Q6A163	PF00038;
Q92985	PF00605;PF10401;
P53708	PF01839;PF00357;PF08441;
Q9ULR0	PF06246;
Q8N752	PF00069;
Q16322	PF02214;PF00520;
P24723	PF00130;PF00168;PF00069;PF00433;
Q3LI76	PF05287;
P78386	PF00038;PF16208;
P60985	PF15200;
Q4FZB7	PF00856;
Q9HBX8	PF13855;
Q8NES3	PF02434;
P48742	PF00046;PF00412;
Q6XYB7	PF00046;
Q8N3X6	PF05225;
Q8IYD9	PF15792;
P55268	PF00053;PF00055;
P07098	PF00561;
Q96JN0	PF05225;
Q969E1	PF07359;
Q5TA76	PF14672;
Q07954	PF12662;PF16472;PF07645;PF00057;PF00058;
O94822	PF13639;
Q6UXK5	PF07679;PF13855;
Q9HD34	PF05347;
Q92604	PF16076;PF01553;
Q9HCJ2	PF07679;PF13306;PF13855;
A0A0A0MRZ9	PF07686;
Q5VUJ6	PF00307;PF13855;
Q96JM4	PF00612;
Q7Z3D4	PF01476;
Q9HAT1	PF03388;
O15165	PF00057;
Q8WVP7	PF04791;
Q99677	PF00001;
Q96KN4	PF04970;
Q8TCA0	PF00560;PF13855;
Q16820	PF01400;PF00629;
O95460	PF12662;PF10393;PF00092;
O95983	PF01429;PF14048;PF16564;
Q9UBB5	PF01429;PF14048;PF16564;
Q09328	PF15027;PF15024;
Q8NDC0	PF15822;
Q9GZY8	PF05644;
Q99797	PF01432;
Q9H8M7	PF13898;
Q9Y4U1	PF16690;
Q504T8	PF00240;
Q7L4E1	PF10265;
Q2TV78	PF00051;PF00024;PF00089;
P0DKB6	PF03650;
Q8NCY6	PF13873;
O96007	PF02391;
Q9UKN1	PF01390;
Q13790	PF15148;
P59510	PF17771;PF05986;PF08685;PF01562;PF01421;PF00090;
Q9Y426	PF00168;PF18696;
Q96NH3	PF14961;
P55201	PF00439;PF10513;PF00855;
Q8IVU9	PF14769;
Q13829	PF02214;
Q9BSQ5	PF16545;
Q5JTZ5	PF15733;
Q9H5X1	PF01883;
O43916	PF00685;
Q9NTK1	PF15343;
Q902F8	PF00517;PF13804;
Q9N2K0	PF00429;
P42566	PF12763;
O95925	PF00014;PF00095;
Q15370	PF00240;
Q8N140	PF15412;PF08743;
Q8IV48	PF00929;PF02037;
P19447	PF16203;PF13625;PF04851;
P21860	PF00757;PF14843;PF07714;PF01030;
P16930	PF01557;PF09298;
D6RGX4	PF15288;
Q8TDW7	PF00028;PF02210;
Q6UXB0	PF15010;
Q96GL9	PF15069;
Q86US8	PF10374;PF10373;PF13638;
Q16676	PF00250;
Q6ZNL6	PF01363;PF00169;PF00621;
Q96LA6	PF13895;PF17736;
Q92913	PF00167;
P61328	PF00167;
Q14315	PF00307;PF00630;
P49354	PF01239;
Q9UKT4	PF00646;
P0C2W1	PF12937;PF00622;
Q86XK2	PF13229;PF12937;PF05048;PF02207;
P23945	PF00001;PF12369;PF13306;PF01462;
P16520	PF00400;
Q9NY28	PF00535;PF00652;
Q9NU39	PF00250;
Q12841	PF09289;PF07648;
O43603	PF00001;
O00144	PF01534;PF01392;
A6NGY1	PF15315;
Q14332	PF01534;PF01392;
P24522	PF01248;
Q99501	PF00307;PF02187;
Q6ZN66	PF02263;PF02841;
O95749	PF00348;
Q92847	PF00001;
P0DJR0	PF04548;
Q9Y2X7	PF12796;PF01412;PF12205;PF16559;PF08518;
Q9UK05	PF00019;PF00688;
P01275	PF00123;
Q53T59	PF00787;
Q6Y1H2	PF04387;
O43593	PF02373;
P0DPK5	PF00125;
Q9Y241	PF04588;
Q9Y5Z4	PF04832;
P48506	PF03074;
Q6UWX4	PF03024;PF07995;
P30511	PF07654;PF00129;
Q0VDF9	PF00012;
Q8NAC3	PF15037;PF08357;
Q9UBC0	PF02376;PF00046;
Q9GZZ0	PF00046;
P31249	PF13293;PF00046;
P35225	PF03487;
Q16552	PF06083;
Q5VY09	PF05760;
P41091	PF09173;PF00009;PF03144;
Q9Y283	PF00023;PF12796;PF00612;
O60684	PF00514;PF16186;PF01749;
P26010	PF07974;PF08725;PF00362;PF17205;
Q6NYC1	PF02373;
P18084	PF18372;PF08725;PF07965;PF00362;PF17205;
O60303	PF14652;
Q9BZI1	PF05920;
P78413	PF05920;
Q5JU85	PF16453;PF01369;
A6NCM1	PF00004;PF00612;
Q96CN7	PF00857;
Q6GPH6	PF03281;
P13646	PF00038;
P05154	PF00079;
P78508	PF01007;PF17655;
Q16719	PF00266;
A0A075B6H7	PF07686;
Q96NJ5	PF07707;PF00651;PF01344;
Q9NR64	PF07707;PF00651;PF01344;
Q9H2S1	PF02888;PF07885;PF03530;
A8MTY7	PF13885;
Q8N109	PF00047;
A8MXZ3	PF13885;
P57682	PF00096;
Q8N4N8	PF00225;
Q5JUK3	PF03493;PF07885;
C9JBD0	PF01352;
Q96KK3	PF02214;PF00520;
A0A0C4DH68	PF07686;
Q8IUC2	PF11759;
P49862	PF00089;
P60372	PF13885;
Q8WVF5	PF02214;
P60014	PF13885;
Q15349	PF00069;PF00433;
P0C7H8	PF01500;PF13885;
Q9H427	PF07885;
P54317	PF00151;PF01477;
Q9UJU2	PF08347;PF00505;
Q5T751	PF14672;
Q9BTN0	PF00041;PF07679;PF13855;
Q50LG9	PF13855;
Q8NA19	PF02820;PF00536;PF01530;
Q14814	PF12347;PF00319;
Q96KG7	PF12661;PF00053;
Q16655	PF14991;
Q9BV36	PF02318;PF04698;
Q8IW41	PF00069;
A8MW99	PF13971;
Q9H7P6	PF10240;
O00255	PF05053;
O15481	PF01454;PF12440;
Q9NX47	PF12906;
Q8IWC1	PF05672;
P40925	PF02866;PF00056;
Q7KZI7	PF02149;PF00069;PF00627;
Q8NE86	PF04678;
Q9NYZ2	PF00153;
P31152	PF00069;
P31153	PF02773;PF02772;PF00438;
Q13361	PF05507;
P55083	PF00147;
Q9NXC5	PF17034;
Q13064	PF15815;PF00097;PF18044;
Q9UPX6	PF06789;
Q96AX9	PF12796;PF13606;PF06701;PF18346;PF00569;
Q9H306	PF00045;PF00413;PF01471;
Q9ULZ9	PF00045;PF00413;PF01471;
Q5VWP3	PF15274;
Q9UKD2	PF00466;PF17777;
Q9Y6F6	PF05781;
P0C860	PF05712;
Q9Y4B5	PF14818;PF11365;
Q96AM1	PF10328;
Q14008	PF12348;
P21291	PF00412;
Q92784	PF00628;PF14051;
O75911	PF00106;
Q96LJ7	PF00106;
Q5SXM8	PF05180;
Q96JC9	PF09816;
P50570	PF01031;PF00350;PF02212;PF00169;
Q9BVJ7	PF00782;
Q05923	PF00782;PF00581;
O95936	PF00907;PF16176;
Q96FG2	PF04727;
Q5NDL2	PF04577;
O14682	PF07707;PF00651;PF01344;
Q13144	PF00132;PF02020;
Q8N8S7	PF08776;PF00568;
Q14241	PF06881;PF08711;
Q00013	PF00625;PF00595;PF07653;
Q32P44	PF03451;PF00400;
P54753	PF14575;PF01404;PF07699;PF00041;PF07714;PF00536;
P52798	PF00812;
O00321	PF00178;
Q53R41	PF06743;PF08368;PF08373;
Q0Z7S8	PF00061;
Q8IXL6	PF06702;
Q9UBU6	PF06271;
Q8NFF5	PF00994;PF01507;
Q6ZVS7	PF14886;
Q8TE68	PF08416;PF18016;PF00018;
P31513	PF00743;
Q8N3X1	PF00397;
Q9H4M3	PF12937;PF04300;
Q8NI29	PF00646;PF04300;
Q9UKC9	PF12937;PF13516;
Q8TC99	PF00041;
Q9H706	PF12736;
O14976	PF00069;PF10409;
O60609	PF02351;
Q9H1K4	PF00153;
Q96CW5	PF04130;PF17681;
A4D2P6	PF02181;PF00595;
O60269	PF15235;
P43250	PF00069;PF00615;
P09341	PF00048;
Q96SL4	PF00255;
Q9H3H5	PF00953;
Q9HD26	PF00595;
Q8TDT2	PF00001;
P51810	PF02101;
P04899	PF00503;
Q14749	PF13649;
P51841	PF01094;PF00211;PF07701;PF07714;
Q9Y625	PF01153;
Q8N442	PF00679;PF00009;PF03144;PF06421;
Q76N89	PF00168;PF00632;PF18436;PF16562;PF00397;
Q8TDB8	PF00083;
Q7Z4V5	PF11467;PF00855;
P01893	PF07654;PF00129;PF06623;
P05204	PF01101;
Q9BQS7	PF07731;PF07732;
Q86VS8	PF05622;
Q86YV9	PF15702;
Q9H3N8	PF00001;
Q9NWY4	PF10228;
Q7LGA3	PF03567;
P31943	PF00076;PF08080;
P31276	PF00046;PF12284;
Q1KMD3	PF02037;PF00622;
P31274	PF00046;PF04617;
Q96CB8	PF00628;
P25963	PF00023;PF12796;
P60568	PF00715;
P05111	PF00019;
P0DOX7	PF07654;PF07686;
Q9Y366	PF09822;
P01571	PF00143;
P18564	PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;
Q6PHW0	PF00881;
Q9BW62	PF00004;PF17862;PF09336;
A0A0A0MT36	PF07686;
Q6PIL6	PF13499;
Q7Z3B3	PF15275;
Q587J8	PF16005;
P52732	PF00225;PF13931;
P01601	PF07686;
P50748	PF10493;
P17252	PF00130;PF00168;PF00069;PF00433;
Q9UEF7	PF00232;
Q9UK32	PF00069;PF00433;
P59990	PF13885;
Q12791	PF03493;PF00520;
A8MX34	PF13885;
Q3LI73	PF11759;
Q8NEZ4	PF05965;PF05964;PF00628;PF00856;
Q9H3M0	PF02214;PF00520;
Q92953	PF02214;PF00520;PF03521;
Q9BYR2	PF13885;
Q8TBQ9	PF06842;
Q86U70	PF17916;PF01803;
O14633	PF14672;
P00709	PF00062;
Q01650	PF13520;
H3BQJ8	PF00021;
A6NJW4	PF13855;
Q9BY71	PF00560;PF13855;PF01462;
Q86VH5	PF13855;
P01714	PF07686;
Q5T3J3	PF15741;
Q92918	PF00780;PF00069;
Q6NSJ5	PF13855;PF12534;
Q5VYJ5	PF00008;PF00057;PF00629;
P27816	PF00418;
Q8N8X9	PF03281;
Q9NU22	PF07728;PF17865;PF17867;
P51948	PF06391;PF17121;
Q9Y5Q3	PF03131;PF08383;
Q96M61	PF01454;PF12440;
Q16706	PF09261;PF07748;PF01074;
Q9P0N8	PF12906;
Q68D91	PF00753;
Q9Y2H9	PF08926;PF17820;PF00069;
O43148	PF03291;
Q13503	PF11221;
Q3V5L5	PF15024;
P33032	PF00001;
Q13164	PF00069;
A8MYZ0	PF13898;
Q6ZSS7	PF12832;
P16455	PF01035;PF02870;
Q9H825	PF13649;
Q08431	PF00008;PF00754;
Q5JXC2	PF15734;
Q8WXB1	PF10294;
Q2KHM9	PF15718;
Q9H903	PF00763;PF02882;
Q02750	PF00069;
Q9UPW5	PF18027;PF00246;
Q6IMN6	PF00386;PF12287;PF18293;
P24864	PF02984;PF00134;
P83916	PF00385;PF01393;
P20160	PF00089;
Q86VP6	PF08623;
Q9UF02	PF00822;
P0DN79	PF00571;PF00291;
Q14781	PF17218;PF00385;
Q7Z3S7	PF08473;PF13768;PF08399;
Q8NCB2	PF00069;
P13994	PF04502;
Q9BZC1	PF00076;
Q5VT06	PF01302;PF14309;
Q9NS84	PF00685;
Q9P2B7	PF13879;
Q5JTJ3	PF02297;
O75175	PF04153;PF04065;
Q86X95	PF10197;
Q9H1P6	PF14945;
Q9BZJ0	PF02184;
Q8N668	PF07258;PF17221;
Q9NR63	PF00067;
P04798	PF00067;
Q8NE35	PF16366;PF16367;
P36383	PF00029;
P49238	PF00001;
Q9H799	PF15392;
P29033	PF00029;
Q9UQB3	PF00514;
O15194	PF03031;
Q8N568	PF03607;PF00069;
Q05329	PF00282;
P43146	PF00041;PF07679;PF06583;
A2VCK2	PF03607;
Q8TBM8	PF00226;PF09320;
Q9Y2G8	PF00226;PF00085;
O00115	PF03265;
Q8WZ79	PF03265;
P06340	PF07654;PF00993;
Q96HY7	PF00676;PF16870;PF02779;
Q96GE9	PF15055;
Q9NRD8	PF03098;PF00036;PF08022;PF01794;PF08030;
P63172	PF03645;
Q9BSW2	PF13499;
Q99848	PF05890;
O42043	PF00517;PF13804;
P61565	PF00517;PF13804;
O60447	PF00566;
Q9NVI1	PF14679;PF14680;PF14675;PF14674;PF14676;PF14677;PF14678;
Q9H4H8	PF07894;
P14921	PF00178;PF02198;
Q9BQL6	PF00373;PF18124;PF00169;
Q0VG06	PF15146;
Q9BZS1	PF00250;PF16159;
Q9BXU8	PF00210;
E5RQL4	PF07837;
Q9C0D6	PF02181;
P21333	PF00307;PF00630;
Q8NEZ5	PF00646;PF10442;
Q96A11	PF06990;
Q96PP9	PF02263;PF02841;
Q8NHY3	PF00307;PF02187;
P50151	PF00631;
P10912	PF09067;PF00041;PF12772;
H0YKK7	PF15070;
Q9UEU5	PF05831;
Q9BVM4	PF06094;
Q14213	PF00041;
P01589	PF00084;
Q9BZV3	PF01390;
P40305	PF06140;
P05000	PF00143;
Q9NSI5	PF07679;
Q969P0	PF07686;
Q14624	PF06668;PF08487;PF00092;
Q9UPP5	PF15363;
Q6UWN8	PF00050;
P26006	PF01839;PF08441;
Q9NYR9	PF00071;
Q6NSI8	PF11822;
Q9NVX7	PF07707;PF00651;
P19013	PF00038;PF16208;
Q86Y46	PF00038;PF16208;
Q9H8X2	PF06090;
P48729	PF00069;
Q96SI1	PF02214;
P13647	PF00038;PF16208;
A0A0U1RQI7	PF00096;
P06315	PF07686;
A6PVL3	PF15033;
Q9NVR0	PF07707;PF00651;PF01344;
O00522	PF00373;PF16705;
P41743	PF00130;PF00564;PF00069;PF00433;
O76015	PF00038;
Q07866	PF13176;
Q86W92	PF00536;PF07647;
Q9ULD8	PF00027;PF00520;PF13426;
Q8IZU9	PF07679;PF13895;
O75112	PF15936;PF00412;PF00595;
P50458	PF00046;PF00412;
Q53QV2	PF15317;
O00453	PF05083;
Q8IV03	PF14854;
Q92539	PF16876;PF04571;PF08235;
Q969L4	PF01423;
O95372	PF02230;
Q96S90	PF01476;
Q9Y4K0	PF01186;PF00530;
A6NIK2	PF13855;
Q02078	PF12347;PF00319;
Q8N9Z9	PF00932;
P61244	PF00010;
Q7L590	PF09332;PF09329;
A0A1B0GVZ6	PF14048;PF16564;
O60732	PF01454;
C9JLW8	PF14799;
Q9BUT9	PF14799;
P43365	PF01454;PF12440;
O00754	PF09261;PF17677;PF07748;PF01074;
Q86YJ5	PF12906;
Q8N6Q8	PF13679;
Q9NR56	PF00642;
O75121	PF07679;
P58340	PF10248;
Q9BWT6	PF18517;PF03962;
Q8N108	PF01448;PF00249;
Q96G30	PF15183;
Q8NB16	PF07714;
Q8IXF9	PF00230;
Q7Z5J8	PF00514;
Q6NSI1	PF12796;
O76027	PF00191;
Q8IVF6	PF12796;PF14915;PF12001;
Q15052	PF16523;PF00307;PF00169;PF00621;PF14604;
Q96K21	PF01363;
Q9UBL0	PF01424;PF12752;
P46597	PF16864;PF00891;
Q8WXI3	PF12796;PF07525;
P05023	PF00689;PF00690;
Q13873	PF01064;PF00069;
Q00994	PF04538;
P59827	PF01273;PF02886;
Q7L4P6	PF10523;
Q9HAW0	PF08271;
Q8NHY0	PF00535;
Q8NDB2	PF14545;PF18567;
Q0P641	PF17718;
A6NI56	PF15450;
Q8NHW4	PF00048;
Q12864	PF00028;
Q9Y375	PF08547;
Q7Z7K6	PF04828;
Q6ZTQ4	PF00028;
Q86XR8	PF14073;PF06657;
O75419	PF02724;
Q96RK0	PF00505;
P08962	PF00335;
Q96Q77	PF13499;
Q6IQ19	PF15748;
P24941	PF00069;
P55273	PF12796;
P01024	PF00207;PF07703;PF07677;PF01821;PF17790;PF01835;PF17791;PF17789;PF01759;PF07678;
P0C0L5	PF00207;PF07703;PF07677;PF01821;PF01835;PF17791;PF17789;PF01759;PF07678;
Q9UGN4	PF07686;
P0C0L4	PF00207;PF07703;PF07677;PF01821;PF01835;PF17791;PF17789;PF01759;PF07678;
Q9BQ75	PF14617;
P39059	PF01391;PF06482;
Q9UMR7	PF00059;
Q7Z624	PF10294;
P46108	PF00017;PF00018;PF07653;
Q5IJ48	PF00008;PF12661;PF02210;
O75746	PF00153;
P13611	PF00008;PF00059;PF00084;PF07686;PF00193;
Q16281	PF16526;PF00027;PF00520;
Q8IY21	PF00270;PF00271;
O60879	PF06345;PF06367;PF06371;PF02181;
Q9Y394	PF00106;
Q96DY2	PF00612;
P42126	PF00378;
P57057	PF07690;
O14610	PF00631;
Q4V321	PF05831;
Q13283	PF02136;PF00076;
P47870	PF02931;PF02932;
A1L429	PF05831;
Q8TF65	PF00595;
Q13065	PF05831;
Q6UWU2	PF01301;
Q49A26	PF14833;PF03446;PF00855;
Q15835	PF00069;PF00615;
Q6ISB3	PF04516;
P23416	PF02931;PF02932;
P28799	PF00396;
Q8NCW6	PF00535;PF00652;
P60893	PF00001;
Q8TDV5	PF00001;
Q7Z602	PF00001;
P18283	PF00255;
Q9BY21	PF00001;
O43555	PF00446;
P43220	PF00002;PF02793;
P13224	PF01463;
Q12967	PF00788;PF00617;PF00618;
Q96QV6	PF00125;PF16211;
Q8NG08	PF13538;
P13716	PF00490;
Q4VC39	PF04588;
O00291	PF07651;PF16515;PF01608;
Q9BW71	PF09649;
P52926	PF02178;
P09429	PF00505;PF09011;
Q2TB90	PF00349;PF03727;
Q8WWQ2	PF03662;
A0A0C4DH39	PF07686;
P10997	PF00214;
P0DP08	PF07686;
A0A0C4DH43	PF07686;
P01763	PF07686;
P31275	PF00046;
A0A0B4J1V7	PF07686;
Q9H1B7	PF11261;
P40189	PF00041;PF09240;PF06328;
Q5TF58	PF00038;
Q04637	PF02847;PF02854;PF02020;
Q8N9C0	PF00041;PF07679;PF18362;
P63241	PF01287;
O60271	PF16471;PF09744;
Q86T90	PF15369;
P08779	PF00038;
A6NK06	PF03972;
Q96CX2	PF02214;
Q96EK5	PF12309;
P43632	PF00047;
O43526	PF00520;PF03520;PF11956;
O15066	PF00225;
O95198	PF07707;PF00651;PF01344;
Q9H0H3	PF07707;PF00651;PF01344;
O75564	PF04218;PF03184;PF03221;
A0A087WSZ0	PF07686;
Q04759	PF00130;PF00069;PF00433;
Q12918	PF00059;
A4D1S0	PF00059;
Q8IUG1	PF01500;
Q701N2	PF13885;
P04183	PF00265;
Q969X1	PF01027;
O75023	PF00047;PF13895;
Q2Q1W2	PF00630;PF01436;PF00643;
P07864	PF02866;PF00056;
Q9BT23	PF00412;
Q8N149	PF00047;PF13895;
Q12912	PF05781;
Q1L5Z9	PF02190;
Q9Y608	PF09738;
O15296	PF00305;PF01477;
P12980	PF00010;
A0A075B6K6	PF07686;
Q86UE6	PF13855;
Q6UWN5	PF00021;
Q96PB8	PF00560;PF13855;PF01462;
Q8N7C0	PF13855;
Q6ZNQ3	PF13855;
Q8N5U1	PF04103;
Q9H9A6	PF12799;PF13855;
Q8N485	PF14954;
P09848	PF00232;
Q8TD90	PF01454;
P46821	PF00414;
P20916	PF08205;
O00470	PF05920;PF16493;
Q13394	PF03281;
Q96JY0	PF09011;PF13017;
P35240	PF00769;PF09380;PF00373;PF09379;
P43356	PF01454;PF12440;
A6NNE9	PF12906;
A6NCF6	PF12440;
Q9BZ81	PF01454;
Q99750	PF15316;
Q8NA82	PF12906;
A1Z1Q3	PF01661;
Q86YW9	PF09497;PF12145;PF12144;
Q9BY79	PF00431;PF01392;PF00057;
P53778	PF00069;
P05090	PF08212;
P32121	PF02752;PF00339;
Q9H7F0	PF00689;PF00690;PF12409;
Q14201	PF07742;
Q8TDH9	PF14942;
Q6PI77	PF04826;
Q8TF44	PF00168;
Q9NSY1	PF15282;PF00069;
Q16589	PF00134;
Q9UK58	PF02984;PF00134;
Q8N1B3	PF00134;
Q9NQ75	PF12026;PF08824;PF14604;
P20248	PF02984;PF00134;PF16500;
P10092	PF00214;
Q8WXQ8	PF00246;PF02244;
Q6ZSJ8	PF15855;
Q8N5S3	PF15667;
P22676	PF13405;PF13499;
P21730	PF00001;
Q01668	PF08763;PF16885;PF16905;PF00520;
A0A0U1RR11	PF04828;
Q9H1C7	PF12734;
Q4LDR2	PF11057;
Q9NRG7	PF08338;PF01370;
Q99895	PF00089;
Q8NI51	PF00096;
P49711	PF00096;
O00571	PF00270;PF00271;
Q9ULE3	PF03455;PF02141;PF03456;
Q9GZP9	PF04511;
Q9H773	PF12643;
Q7Z7B7	PF13841;
Q8TF09	PF03259;
P52824	PF00130;PF00609;PF00781;PF00788;
Q9UPY3	PF03368;PF00271;PF02170;PF04851;PF00636;
O00429	PF01031;PF00350;PF02212;
Q6IAN0	PF00106;
O14490	PF03359;
Q0VDD8	PF12774;PF12780;PF12781;PF17852;PF18199;PF12777;
Q6ZPD8	PF03982;
Q13627	PF00069;
O14641	PF00610;PF02377;PF00778;PF12316;PF00595;
Q92997	PF00610;PF02377;PF00778;PF12316;PF00595;
O75461	PF16421;PF02319;
Q14209	PF16421;PF02319;
Q96F86	PF09532;PF12701;PF03853;
Q86XH1	PF00004;
Q8NEX9	PF00106;
Q9BZQ6	PF01532;PF02225;
Q7L5Y1	PF13378;PF02746;
P56282	PF04042;PF12213;
Q12929	PF08416;PF18016;PF00018;
Q86SJ6	PF00028;PF01049;
Q9BY44	PF08662;
Q9NR50	PF00483;
P29323	PF14575;PF01404;PF07699;PF00041;PF07714;PF00536;
Q9Y6C2	PF00386;PF01391;PF07546;
O75354	PF01150;
Q96KP1	PF15469;PF01833;
Q4AE62	PF12038;PF00534;
P22732	PF00083;
Q14469	PF07527;PF00010;
P01889	PF07654;PF00129;PF06623;
P06865	PF00728;PF14845;
Q04756	PF00008;PF00039;PF00040;PF00051;PF00089;
O00479	PF01101;
Q30201	PF07654;PF00129;
Q4G112	PF00447;
P00738	PF00089;
A0A075B6Q5	PF07686;
A0A0C4DH34	PF07686;
P0DP04	PF07686;
Q9NYY1	PF00726;
Q8NI17	PF00041;PF09240;
Q27J81	PF06367;PF06371;PF02181;PF02205;
Q3KP66	PF11819;
Q9NXR8	PF12998;
P98153	PF00057;PF00059;
Q9NRR6	PF03372;
P0DOX4	PF07654;PF07686;
Q13325	PF07719;PF13181;
Q5VZ72	PF15005;
Q8WYB5	PF01853;PF00628;PF17772;
Q8NAB2	PF07707;PF00651;PF01344;
Q9NQ38	PF00050;
Q00978	PF00605;PF10401;
Q7Z794	PF00038;PF16208;
Q7Z3Y7	PF00038;
Q9UI26	PF03810;
A0A0C4DH26	PF07686;
Q8NFU5	PF03770;
Q9NS61	PF13499;
Q53HC5	PF07707;PF00651;PF01344;
Q12756	PF12473;PF00498;PF12423;PF00225;PF16183;PF00169;
Q9BYP9	PF13885;
O95239	PF00225;
P01597	PF07686;
P56696	PF00520;PF03520;
Q9P2E2	PF00225;
Q9P2G9	PF07707;PF00651;PF01344;
Q14533	PF00038;PF16208;
Q9UNX9	PF01007;PF17655;
Q9UBS0	PF00069;PF00433;
Q14003	PF02214;PF00520;PF11404;
Q7Z418	PF07885;
Q9NZV8	PF02214;PF11879;PF00520;PF11601;
Q9UQ05	PF00520;PF13426;
Q8N0V4	PF03736;PF13855;
P05162	PF00337;
Q5VSP4	PF00061;
P38571	PF00561;
Q5T871	PF15042;
Q6JVE9	PF00061;
O15230	PF00052;PF00053;PF02210;PF06008;PF06009;PF00055;
Q13751	PF00053;PF00055;
O14960	PF01551;
O43561	PF15234;
Q9UJQ1	PF01299;
Q7Z4F1	PF00431;PF00057;
Q9NPC1	PF00001;
Q38SD2	PF12796;PF16095;PF00069;
P01701	PF07686;
A0A075B6K4	PF07686;
P01721	PF07686;
Q9Y546	PF13516;
Q8IV50	PF01476;
Q9BRA0	PF01423;
Q8IVV2	PF01477;
A0A1B0GTW7	PF01457;
P43657	PF00001;
Q16609	PF00051;
Q9Y5V3	PF01454;
P43366	PF01454;PF12440;
Q9UNF1	PF01454;
Q96HR3	PF11315;
P49641	PF09261;PF07748;PF01074;
O43708	PF14497;PF13417;
O00187	PF00431;PF07645;PF00084;PF00089;
Q6ZN28	PF00791;
Q9UI95	PF02301;
Q5U4P2	PF05118;
O94778	PF00230;
Q96DT6	PF03416;
O00244	PF00403;
Q9NTI2	PF16212;PF16209;
Q9UHI8	PF17771;PF05986;PF01562;PF01421;PF00090;
O75173	PF17771;PF05986;PF01562;PF01421;PF00090;
Q9UNA0	PF17771;PF05986;PF01562;PF01421;PF00090;
P56385	PF05680;
Q96FH0	PF10167;
P11586	PF01268;PF00763;PF02882;
P0C862	PF00386;PF01391;
Q9NTU7	PF00386;
Q8WWF8	PF13499;
P54284	PF00625;PF12052;
Q8TAP6	PF15627;
A8MQ03	PF10631;
P0DMV2	PF15300;
Q96SN8	PF07989;
Q2HXU8	PF00059;PF08391;
Q96PZ7	PF00431;PF00084;
Q96GX8	PF15366;
Q9Y4K1	PF00030;PF00652;
Q0P5P2	PF15076;
Q8TCD1	PF14975;
P15509	PF18611;PF09240;
A6NJJ6	PF11771;
Q14093	PF15241;
O43174	PF00067;
Q6NT55	PF00067;
P58505	PF15248;
Q8TF08	PF05392;
Q13616	PF00888;PF10557;
O95377	PF00029;
P40313	PF00089;
O14578	PF00780;PF00169;PF00069;
Q99708	PF10482;PF08573;
Q08495	PF16182;PF02209;
Q9BYC5	PF14604;
Q10472	PF00535;PF00652;
Q8NA03	PF15554;
P07902	PF02744;PF01087;
Q68CZ1	PF00168;PF11618;PF18111;
Q5H8C1	PF03160;PF00059;
P02794	PF00210;
P63215	PF00631;
P32456	PF02263;PF02841;
Q9UK08	PF00631;
O60383	PF00019;
Q99928	PF02931;PF02932;
P24046	PF02931;PF02932;
